X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
1232811.25607844,179408.036978766,646,6002481,0000000,600,Fern Cove,Fern Cove,720 29th Ave,00000
1242834.69009978,167982.763897598,647,6002823,0000000,600,Hitchings Property,Hitchings Property,720 29th Ave,00000
1285368.44492711,256312.925163433,648,6002900,0000000,600,Burke Gilman Trail Site - Seattle,Burke Gilman Trail Site - Seattle,720 29th Ave,00000
1272792.81292619,283779.257041693,649,6002254,0000000,600,Shoreline Park,Shoreline Park,19030 1st Ave NE,98155
1271544.51292937,227703.367881358,650,6007030,0000000,600,Plymouth Pillars Park,Plymouth Pillars Park,Boren Ave and Pike St,98101
1295060.68800977,260749.760121778,651,6005121,0000000,600,Juanita Woodlands Park,Juanita Woodlands Park,NE 118th St & Juanita Drive NE,98034
1277348.87500827,263961.874432445,652,6006999,911997,600,Pinehurst Pocket Park,Pinehurst Pocket Park,11700 19th Ave NE,98125
1264007.44368593,233279.85672836,653,1046,0000000,600,Kerry Park (Franklin Place),Kerry Park,200 West Prospect St,98119
1258808.25001611,285395.505121514,654,6002413,0000000,600,Richmond Beach Community Park,Richmond Beach Community Park,2201 NW 197th St,98177
1267552.32504761,241607.97491461,655,3600011,325213,360,Bridge Motel,Bridge,3650 Bridge Way N,98103
1307135.55001485,186010.677972943,656,717,0000000,600,Sunset Court Park,Sunset Court Park,Harrington Pl NE,98056
1283813.82697336,210185.21984686,657,1176,0000000,600,Genesee Park and Playfield,Genesee Playground,S Genesee St & 42nd Ave S,00000
1282751.79005544,107144.708080515,658,6002424,0000000,600,South County Ballfields,South County Ballfields,S 358th St and Military Road S,98001
1358356.06010644,147826.670023516,659,528,0000000,600,Levdansky Park,Levdansky Park,276th Ave SE & SE 224th St,98038
1261368.35414785,262996.139159188,660,1290,0000000,600,Carkeek Park,Carkeek Park,NE Carkeek Park Rd & NW 116th St,98177
1277414.37290877,223464.554180518,661,1080,0000000,600,Spruce Park,Spruce Park,21st Ave E & E Fir St,98122
1277838.29496118,157478.855115443,662,570148,1138043,570,Angle Lake Station P&R,Angle Lake Station P&R,20015 28th Ave S,98188
1261301.41005602,203008.603950769,663,6007636,0000000,600,Bataan Park,Bataan Park,High Point Dr SW & SW Bataan St,98126
1266225.1249461,231495.671976522,664,2286,0000000,240,McCaw Hall,McCaw Hall,Mercer St & 3rd Ave N,98109
1313541.62184836,167257.279128104,665,729,599567,390,Fairwood Library,Fairwood Lib,17009 140th Ave SE,98058
1268896.11304244,234466.924892277,666,1695,416623,60,Marina Mart,Marina Mart,1500 Westlake Ave N,98109
1306667.01847161,228628.060913861,667,2646,881737,330,Kaiser Permanente - Bellevue,Kaiser Permanente - Bellevue,11511 NE 10th St,98004
1269932.22186261,221803.175613523,668,1461,438685,60,83 King St Bldg,83 King St Bldg,1st Ave S & S King St,98104
1272008.98116052,225712.432886854,669,1850,838721,360,Sorrento Hotel,Sorrento H,Terry Ave & Madison St,98104
1265903.53011686,229921.718103439,670,1534,792510,480,Childrens Museum,Children's Museum,Center House Seattle Center,98109
1313689.41485986,165302.808955684,671,2240,0000000,530,Fairwood QFC,Fairwood QFC,14030 SE Petrovisky Rd,98058
1275867.72508344,244929.095897019,672,1491,340095,60,Av Arcade Bldg,Av Arcade Bldg,4518 University Way NE,98105
1296853.03908385,175699.871166766,673,351943,0000000,350,D.K. Market,D.K. Market,720 Lind AVE SW,98057
1340472.26779011,143957.228943527,674,351944,0000000,350,Da Vine,"Da Vine; Llc",23836 222ND PL SE STE 106,98038
1273401.08565977,113687.552278265,675,351945,0000000,350,Dae Young Palace,Dae Young Palace,33324 PACIFIC HWY S #408,98003
1269173.01340728,230601.758081943,676,351947,0000000,350,Dahlia Bakery Workshop,Dahlia Bakery Workshop,401 WESTLAKE AVE N,98109
1268670.59183994,227257.18996793,677,351948,0000000,350,Dahlia Lounge,Dahlia Lounge,2001 4TH AVE,98121
1268670.59183994,227257.18996793,678,351949,0000000,350,Dahlia Retail  Bakery,Dahlia Lounge Bread Bakery,2001 4TH AVE,98121
1273527.91283394,230536.579406515,679,350108,0000000,350,Afc Sushi @ Qfc #887,Afc Sushi @ Qfc #887,425 BROADWAY AVE E,98102
1311216.16554128,213932.463336602,680,350109,0000000,350,Afc Sushi @ Qfc 822,Afc Sushi @ Qfc 822,3550 128TH AVE SE,98006
1317918.74793661,232344.04692018,681,626,0000000,690,Overlake Fashion Plaza,Overlake Fashion Plaza,148th Ave NE & NE 24th St,98007
1310734.29445778,199129.423717022,682,2687,11216,330,Valley Medical Newcastle Primary Care,Valley Medical Newcastle Primary Care,7203 129th Ave SE,98056
1270869.0959731,268406.233982027,683,6003080,0000000,600,Broadview/Thompson Elem. School,Broadview/Thompson Elem. School,Fairview Ave N and E Galer St,00000
1295350.12706344,184798.826065943,684,351102,0000000,350,Bryn Mawr Elementary School,Bryn Mawr Elementary School,8212 S 118TH ST,98178
1274817.24654135,253984.376999021,685,351693,0000000,350,Coa Mexican Eatery & Taquileria,Coa Mexican Eatery & Taquileria,7919 ROOSEVELT WAY NE,98115
1279476.54791827,146256.848031938,686,2228,0000000,510,Kent Desmoines Freeway Station,Kent Desmoines Freeway Station,S Kent Desmoines Rd & I 5,98032
1274026.63526168,203808.240802944,687,350228,0000000,350,All City Coffee,All City Coffee,1205 S VALE ST,98108
1261035.57462969,245552.21538569,688,351746,0000000,350,Commissary Cash & Carry #562,Cash & Carry #562,1155 NW BALLARD WAY,98107
1276702.9819431,119923.097221851,689,6600144,979437,666,Internet Academy,Internet Academy,31457 28th Ave S,98003
1257233.73905753,193289.378966689,690,1163,0000000,600,Fauntleroy Park,Fauntleroy Park,SW Barton St & 40th Ave SW,98136
1271529.88303736,235844.949039102,691,836,0000000,600,Terry Pettus Park,Terry Pettus Park,E Newton St & Fairview Ave N,98102
1257391.78598553,208427.626577273,692,1848,467966,64,Social Security Office-West Seattle,SSO  - West Seattle,4700 42nd Ave SW,98116
1257066.97134644,216221.984020025,693,351775,0000000,350,Copper Coin,Copper Coin,2329 CALIFORNIA AVE SW,98116
1405383.88993511,180226.140001357,694,903063,0,903,North Bend Farmers Market,North Bend Farmers Market,400 SE Orchard Drive,98045
1263617.45922969,259786.877533108,695,350103,0000000,350,Afc Sushi @ Qfc #872,Afc Sushi @ Qfc #872,9999 HOLMAN RD NW,98117
1272780.05015644,223851.789954603,696,67020,438405,67,Seattle Medic 1,Seattle Medic 1,325 9th Ave,98104
1307102.30204986,260130.645218268,697,6900102,,61,Kirkland Municipal Court,Kirkland Municipal Court,11515 NE 118th St,98034
1302008.26400961,250480.511959523,698,466,42323,180,Kirkland City Hall,Kirkland CH,1st St & 5th Ave,98033
1290165.5829706,253651.821889848,699,1729,748041,64,NOAA Admin Office,NOAA Admin Office,7600 Sand Point Way NE,98115
1288528.04753177,169168.59125036,700,902113,752888,902,Performance Bicycle Shop-Tukwila,Performance Bicycle Shop-Tukwila,351 Strander Blvd,98188
1266841.23854327,231752.808273271,701,350507,0000000,350,Bahn Thai Restaurant,Bahn Thai Restaurant,409 ROY ST,98109
1310023.99502535,189054.697147354,702,6002351,0000000,600,Honeydew Park,Honeydew Park,SE 104th and 120th Ave SE,98059
1359271.94508569,77184.1479230225,703,6004562,0000000,600,Ellenson Park,Ellenson Park,2550 Farman St N,98022
1350560.76204878,90751.4341086,704,304,0000000,120,Holy Family Krain Cemetary,Holy Family Krain Cemetary,SE 400th St & 256th Av SE,98022
1252382.3970542,210253.90802969,705,6007188,0000000,600,Me-Kwa-Mooks Natural Area,Me-Kwa-Mooks Natural Area,4100 Aikins Ave SW,98116
1253133.68196894,252027.863851681,706,1837,749013,630,Shilshole Bay Marina,Shilshole Bay Marina,7001 Seaview Ave NW,98117
1415675.43004753,160912.129088774,707,6002787,0000000,600,Iron Horse State Park,Iron Horse State Park,3800 290th Way NE,00000
1333104.98495252,256109.622092351,708,651,0000000,600,Farrel McWhirter Park,Farrel-McWhirter Park,196 Av NE & NE 108 Pl,98053
1279776.01910411,165345.256049275,709,1324,402231,360,Marriot Residence Inn-Sea Tac,Marriott Residence Inn-SeaTac,3201 S 176th St,98188
1294665.16189794,137653.770421848,710,2638,1005347,61,Kent Municipal Court,Kent Municipal Court,1220 Central Ave S,98032
1298161.19099511,180964.921004102,711,680,742154,150,Renton Chamber of Commerce,Renton CC,300 Rainier Ave N,98057
1351518.96059169,208442.494985849,712,2246,74591,530,Klahanie QFC,Klahanie QFC,4570 Klahanie Dr SE,98029
1278313.40490335,159967.757946014,713,1550,397446,360,Comfort Inn,Comfort Inn,19333 Pacific Hwy S,98188
1271331.55863085,130845.464484692,714,2438,384480,64,Redondo Post Office,Redondo Post Office,28200 9th Ave S,98198
1303073.89803319,227454.937932014,715,1498,100544,480,Bellevue Art Museum,Bellevue Art Museum,510 Bellevue Way NE,98004
1283027.35413685,234008.724037021,716,6007233,0000000,600,Hyde Place,Hyde Place,E Madison St and E Galer St,98112
1303051.22911528,229619.349941775,717,143,0000000,600,NE 12th St Greenbelt,NE 12th St Greenbelt,NE 12th St & Bellevue Way NE,98015
1322549.48211344,91406.45510827,718,2024,1005598,390,Muckleshoot Library,Muckleshoot Lib,39917 Auburn-Enumclaw Rd SE,98092
1269557.86959293,225386.66319719,719,2124,840489,240,Benaroya Hall,Benaroya Hall,200 University St,98101
1301237.33412102,143794.391342685,720,350496,0000000,350,Baby Doll Espresso,Baby Doll Espresso,24013 104TH AVE SE,98030
1273635.68263152,255477.253606439,721,350499,0000000,350,Back To The Grind,Back To The Grind,8506 5TH AVE NE,98115
1273447.19449145,232795.007960528,722,350500,0000000,350,"Bacon Mansion; Llc","Bacon Mansion; Llc",959 BROADWAY E,98102
1262828.74459977,244603.893463433,723,350501,0000000,350,Bad Jimmy'S Brewing Company,Bad Jimmy'S Brewing Company,4358 B LEARY WAY NW,98107
1277980.81436118,250014.464991361,724,350503,0000000,350,Bagel Oasis,Bagel Oasis,2112 NE 65TH ST,98115
1271690.18160127,227870.485001191,725,350504,0000000,350,Baguette Box,Baguette Box,1203 PINE ST,98101
1271473.37494828,221661.421960026,726,2165,0000000,60,625 Union Station Bldg,625 Union Station Bldg,625 5th Ave S,98104
1265441.92834978,179425.095015526,727,10000035,138,340,Public Health Primary Care at Navos,Public Health Primary Care at Navos,1210 SW 136th St,98166
1266668.84715578,186187.546385601,728,10000040,12265,330,HealthPoint Evergreen Campus,HealthPoint Evergreen Campus,830 SW 116th St,98146
1296859.55120994,123830.028712437,729,10000041,687011,330,HealthPoint at Valley Cities Auburn,HealthPoint at Valley Cities Auburn,2704 I St NE,98002
1295874.06532003,118776.202205941,730,10000042,707622,330,HealthPoint Auburn North,HealthPoint Auburn North,923 Auburn Way N,98002
1275409.25421561,136681.757602111,731,10000043,381228,330,HealthPoint Midway,HealthPoint Midway,26401 Pacific Hwy S,98198
1292980.10785335,142163.256153524,732,10000046,1001073,330,HealthPoint at Valley Cities Kent,HealthPoint at Valley Cities Kent,325 W Gowe St,98032
1297168.16870295,165579.314636275,733,352233,0000000,350,East Valley 13 Cinema #311,East Valley 13 Cinema #311,3751 E VALLEY RD,98057
1274915.48453386,250135.528069437,734,352234,0000000,350,East West Bookshop,East West Bookshop Of Seattle,6500 ROOSEVELT WAY NE,98115
1276729.0350406,223016.79884243,735,352235,0000000,350,East Yesler Grocery,East Yesler Grocery,1902 YESLER WAY,98122
1273263.75227302,224711.83941561,736,352236,0000000,350,Eastern'S Pharmacy,Eastern'S Pharmacy,515 MINOR AVE STE 120,98104
1322843.94346677,248603.612170026,737,352237,0000000,350,Eastern Pearl,Eastern Pearl,7844 LEARY WAY NE,98052
1318445.3354661,210747.691490933,738,352238,0000000,350,Eastgate Elementary School,Eastgate Elementary School,4255 153RD AVE SE,98006
1301355.96282077,139088.718667433,739,352239,0000000,350,Easthill Am/Pm,Easthill Am/Pm,10402 SE 256TH ST,98030
1273032.8042441,240157.053275764,740,352240,0000000,350,Eastlake Bar & Grill,Eastlake Bar & Grill,2947 EASTLAKE AVE E,98102
1272571.1165192,236866.457166687,741,352243,0000000,350,Eastlake Market,Eastlake Market,2244 EASTLAKE AVE E,98102
1272425.24607602,236985.329304278,742,352245,0000000,350,Eastlake Zoo Tavern,Eastlake Zoo Tavern,2301 EASTLAKE AVE E,98102
1348108.43886945,205173.932953432,743,352246,0000000,350,Eastridge Church,Eastridge Church,24205 SE Issaquah-Fall City RD,98029
1346191.06179869,223855.479251683,744,352249,0000000,350,Eastside Catholic Gym,Eastside Catholic School,232 228TH AVE SE,98074
1346191.06179869,223855.479251683,745,352250,0000000,350,Eastside Catholic School Cafeteria,Eastside Catholic School,232 228TH AVE SE,98074
1280888.0802002,175033.147106513,746,570130,613802,570,The Church by the Side of the Road P&R,The Church by the Side of the Road P&R,3455 S 148th St,98168
1302064.13430469,180791.473188266,747,352302,0000000,350,El Catrin @ Route 206-915-7506,El Catrin,314 PARK AVE N,98057
1298097.87091178,113080.894042775,748,350433,0000000,350,Auburn Eagles,Auburn Eagles,702 M ST SE,98002
1308041.61316335,203461.46000044,749,90041,0000000,90,Newport Hills Neighborhood,Newport Hills,SE 60th St & 119th Ave SE,98006
1277754.38764869,271354.854397103,750,570014,135794,570,Prince of Peace Lutheran Church P&R,Prince of Peace Lutheran Church P&R,14514 20th Ave NE,98155
1270112.85995278,121081.310128525,751,570018,696608,570,St Luke Lutheran Church - Fed Way P&R,St Luke Lutheran Church - Fed Way P&R,515 S 312th St,98003
1269497.58395235,185296.233863771,752,570019,935174,570,Beverly Park First Baptist Church P&R,Beverly Park First Baptist Church P&R,11659 1st Ave S,98168
1274349.75010103,133091.43801111,753,570029,391336,570,Redondo Heights P&R,Redondo Heights P&R,27454 Pacific Hwy S,98003
1269606.50007311,286273.125085443,754,570033,658454,570,Aurora Village Transit Center P&R,Aurora Village Transit Center P&R,1524 N 200th St,98133
1332920.10999419,278796.660051525,755,570039,160164,570,Woodinville Unitarian Universalist P&R,Woodinville Unitarian Universalist P&R,19020 NE Woodinville Duvall Rd,98072
1383650.00000402,196094.999995857,756,570052,196042,570,Snoqualmie Community Park P&R,Snoqualmie Community Park P&R,35016 SE Ridge St,98065
1270848.12488644,109161.680096433,757,570058,1091656,570,South Federal Way P&R,South Federal Way P&R,901 S 348th St,98003
1305273.6456022,148575.582239598,758,570072,633556,570,East Hill Friends Church P&R,East Hill Friends Church P&R,22600 116th Ave SE,98031
1237506.91007294,158595.720007688,759,570083,898679,570,Valley Center P&R,Valley Center P&R,20221 Vashon hwy SW,98070
1320792.33798994,235995.523869187,760,1711,0000000,420,Microsoft Corporation-Redmond,Microsoft Corporation-Redmond,One Microsoft Way,98052
1266872.42844152,191904.471959606,761,3900001,919440,390,Greenbridge Library,Greenbridge Lib,9720 8th Ave SW,98106
1270755.76188219,225777.211956769,762,1581,448216,64,EPA,EPA,1200 6th Ave,98101
1236609.33673686,186121.616727442,763,660109,21166,66,Station 59,59,11983 Vashon Hwy SW,98070
1269429.23533577,227782.720084861,764,350600,0000000,350,Barolo Restaurant,Barolo Restaurant,1940 WESTLAKE AVE,98101
1269497.05212927,187289.99267152,765,350601,0000000,350,Barrel Tavern,"Barrel; The",11051 1ST AVE S,98168
1266220.88151628,240972.252760857,766,350602,0000000,350,"Barrel Thief; The","Barrel Thief; The",3417 EVANSTON AVE N #102,98103
1341698.29060052,203293.44688502,767,350605,0000000,350,Bartell Drug #07,Bartell Drug #07,5700 East Lake Sammammish PKWY SE,98029
1311145.95144285,213719.246899515,768,350606,0000000,350,Bartell Drug #20,Bartell Drug #20,3620 Factoria BL SE,98006
1308107.09170695,227978.711162686,769,350607,0000000,350,Bartell Drug #27,Bartell Drug #27,11919 NE 8th ST,98005
1254721.87236211,236784.902867854,770,350608,0000000,350,Bartell Drug #38,Bartell Drug Co #38,2222 32ND AVE W,98199
1324766.14992419,234569.25309968,771,212,0000000,600,Ardmore Park,Ardmore Park,NE 30th St & 168th Ave NE,98008
1308943.73701528,263445.500137106,772,500001,0000000,500,Totem Lake Transit Center,Totem Lake Transit Center,NE 128th St & 120th Ave NE,98034
1269650.74998461,286068.81315811,773,500002,658454,500,Aurora Village Transit Center,Aurora Village Transit Center,N 200th St & Highway 99,98133
1304597.99997185,227494.577944607,774,500005,1002642,500,Bellevue Transit Center,Bellevue Transit Center,NE 6th St & 108th Ave NE,98004
1275463.26624669,119316.745744273,775,500006,809149,500,Federal Way Transit Center,Federal Way Transit Center,31621 23rd Ave S,98003
1300479.00000778,178286.406019941,776,500007,1009268,500,Renton Transit Center,Renton Transit Center,Burnett Ave S btwn S 2nd St & S 3rd St,98057
1322298.3671301,249521.327854276,777,500009,1031505,500,Redmond Transit Center,Redmond Transit Center,16300 NE 83rd St,98052
1293658.88110211,114962.442116931,778,500011,0000000,500,Auburn Transit Center,Auburn Transit Center,1st St SW & A St SW,98001
1349292.22784044,119886.876493767,779,351014,0000000,350,Boots Bar,Boots Bar,31117 3RD AVE,98010
1303822.19312452,280233.351731941,780,351018,0000000,350,Bothell Deli & Grocery,Bothell Deli & Grocery,10303 MAIN ST,98011
1299322.61518145,280401.411107108,781,351019,0000000,350,Bothell High School Cafeteria,Bothell Senior High School,9130 NE 180TH ST,98011
1299322.61518145,280401.411107108,782,351020,0000000,350,Bothell High Student Store,Bothell Senior High School,9130 NE 180TH ST,98011
1302984.26468228,280786.504168943,783,351021,0000000,350,Bothell Police Department,Bothell Police Department,18410 101ST AVE NE,98011
1301735.83771719,282432.445758939,784,351022,0000000,350,Bothell Service Center Inc,Bothell Service Center Inc,19005 BOTHELL WAY NE,98011
1295788.78301027,198126.282022521,785,6002288,0000000,600,South Mercer Playfield,South Mercer Playfield,Dorffel Dr E and E John St,00000
1272107.41108178,196163.171119347,786,916,0000000,600,South Park Playground,South Park Playground,8th Ave S & S Thistle St,98108
1293010.55989219,134365.739924431,787,904019,0000000,904,Lazy River Farm,Lazy River Farm,27010 78th Ave S,98032
1302213.90565869,281682.310120106,788,351023,0000000,350,Bothell Stadium Chevron,Bothell Stadium Chevron,18725 BOTHELL WAY NE,98011
1268576.37483677,226258.059420273,789,351025,0000000,350,Botticelli Cafe,Botticelli Cafe,101 STEWART ST,98101
1278332.72573085,229605.43723993,790,351027,0000000,350,Bottleneck Lounge,Bottleneck Lounge,2328 E MADISON ST,98112
1298098.72622502,182042.596014097,791,351028,0000000,350,Bottoms Up Espresso,Bottoms Up Espresso,515 RAINIER AVE N,98057
1277572.50152953,247535.252102017,792,351031,0000000,350,Boulevard Grocery,Boulevard Grocery,2007 NE RAVENNA BL,98105
1272322.3725941,186956.482839853,793,351032,0000000,350,Boulevard Park Chevron,Boulevard Park Chevron,805 S 112TH ST,98168
1320821.47605503,132056.247496188,794,351810,0000000,350,Costco #1029  - Deli/ Rotiss,Costco #1029,27520 COVINGTON WAY SE,98042
1300964.44260643,144414.316940099,795,352304,0000000,350,El Charro Hnos,El Charro Hnos,10218 SE 240TH ST,98031
1284679.67137027,278393.000097692,796,352312,0000000,350,Grocery,Albertsons #425,17171 BOTHELL WAY NE,98155
1280393.7048766,175391.200196192,797,352316,0000000,350,Latino Espresso Cafe,Addis Espresso,14628 MILITARY RD S,98168
1319737.52284236,223308.205083773,798,193,755867,210,Department of Licensing-Bellevue,DOL - Bellevue,156th Ave SE,98007
1268412.20095253,228366.289127693,799,1465,451043,60,Aetna Plaza,Aetna Plaza,2201 6th Ave,98121
1275251.81292944,271817.033918932,800,6002259,0000000,600,Paramount Open Space,Paramount Open Space,946 NE 147th St,98155
1273465.17608277,108586.030001014,801,73,0000000,690,Campus Square at Federal Way,Campus Square at Federal Way,Enchanted Parkway & 348th St,98003
1319967.17789486,223111.013877109,802,197,0000000,690,Lake Hills Center,Lake Hills Center,SE 156th Ave & Lake Hills Blvd,98007
1271040.71406819,253217.136079431,803,6007231,0000000,600,Crescent Place,Crescent Place,N 75th St and Orin Ct N,98103
1275952.56907386,235303.804124027,804,933,783068,600,Boren Park - Seattle,Boren Park,15th Ave E,98112
1271533.79510303,153694.146149442,805,1356,0000000,600,Des Moines Memorial Park,Des Moines Memorial Park,SR 509 & Des Moines Memorial Dr S,98198
1318983.39114852,139189.151865527,806,6005317,0000000,600,Friendship Park,Friendship Park,15808 SE 254th Place,98042
1318293.00801486,265132.115858361,807,6002962,0000000,600,Sammamish River Trail Site,Sammamish River Trail Site,96th Ave NE and NE Bothell Way to 6046 West Lake Sammamish ,98072
1322790.71489869,200885.627881765,808,6005055,0000000,600,Winfield Open Space,Winfield Open Space,280th Dr SE & SE 63rd St,00000
1303218.80391136,252820.077162266,809,491,0000000,600,Van Aalst Park,Van Aalst Park,4th St & 13th Ave,98033
1301999.76993211,248173.779040188,810,6002805,0000000,600,Street End Park,Street End Park,280th Dr SE & SE 63rd St,00000
1356162.32794535,185654.616021022,811,6002663,0000000,600,West Tiger Mountain NRCA,West Tiger Mountain NRCA,280th Dr SE & SE 63rd St,00000
1316376.83008869,219365.371105939,812,6002780,0000000,600,Spiritwood Park,Spiritwood Park,280th Dr SE & SE 63rd St,00000
1306782.70492002,220287.984090105,813,161,0000000,600,Mercer Slough Nature Park,Mercer Slough Park,Bellevue Way SE & 112th Ave SE,98004
1324024.76984528,207310.435898274,814,6005029,0000000,600,Lakemont - Stratford Open Space,Lakemont - Stratford Open Space,280th Dr SE & SE 63rd St,00000
1319714.82013185,207591.3441291,815,6005048,0000000,600,The Heights Open Space,The Heights Open Space,280th Dr SE & SE 63rd St,00000
1313719.61493069,211181.490164027,816,6005046,0000000,600,Somerset North Slope Open Space,Somerset North Slope Open Space,280th Dr SE & SE 63rd St,00000
1298866.1879447,205635.934982181,817,6002750,0000000,600,SE 53rd Open Space,SE 53rd Open Space,280th Dr SE & SE 63rd St,00000
1315248.29100719,231123.885318518,818,351722,0000000,350,Coffees A La Cart - Commissary,Coffees A La Cart - Commissary,8236 SE 24TH ST,98040
1274587.1810566,118332.290036023,819,351118,0000000,350,"Buffalo Wild Wings; #419","Buffalo Wild Wings ; #419",2005 S 320TH ST,98003
1317704.74836461,251660.218589604,820,350361,0000000,350,Arco Am/Pm #5920,Arco Am/Pm #5920,9015 WILLOWS RD NE,98052
1270039.57171352,223052.388666272,821,351235,0000000,350,Cafe Paloma,Cafe Paloma,93 YESLER WAY,98104
1317092.31947136,240403.116103858,822,351843,0000000,350,Courtside Bistro,Courtside Bistro,4455 148TH AVE NE,98007
1322097.87507702,251291.672082603,823,2264,0000000,530,East Redmond QFC,East Redmond QFC,8867 161st Ave NE,00000
1352235.24984153,76050.7345074415,824,660118,394639,66,Station 1,1,1330 Wells St,98022
1349833.37505211,114928.906094775,825,660124,638053,66,Station 99,99,25313 Baker St,98010
1378330.50014436,209039.671941102,826,660139,2353,66,Station 271,271,4301 334th Pl SE,98024
1301645.62497111,178408.749935359,827,660159,579405,66,Station 11,11,211 Mill Ave S,98055
1282654.62489544,186052.640487432,828,660013,745130,66,Station 53,53,4202 S 115th St,98168
1266467.29506545,226694.129086182,829,4800008,438419,480,Odyssey Maritime Discovery Center,Odyssey Maritime Discovery Center,2205 Alaskan Way,98121
1259792.22180144,119394.85057494,830,351261,0000000,350,Cafeteria,Decatur Sr. High School,2800 SW 320TH ST,98023
1258344.46091744,243185.248006776,831,351262,0000000,350,Caffe Appassionato,Caffe Appassionato,4001 21ST AVE W,98199
1269386.32498853,223319.939312264,832,351263,0000000,350,Caffe Appassionato-North Kiosk,Caffe Appassionato-North Kiosk,801 ALASKAN WAY,98104
1269386.32498853,223319.939312264,833,351264,0000000,350,Caffe Appassionato -  Restaurant/Colman Dock,Caffe Appassionato,801 ALASKAN WAY,98104
1276691.69128327,118685.601665348,834,351844,0000000,350,Courtyard By Marriott,Courtyard By Marriott,31910 GATEWAY CENTER BL S,98003
1268909.3620317,232480.868825018,835,351845,0000000,350,Courtyard By Marriott- Grocery,Courtyard By Marriott,925 WESTLAKE AVE,98109
1291571.70975153,170679.241772354,836,351846,0000000,350,Courtyard By Marriott - Grocery,Courtyard By Marriott,16038 W VALLEY HWY,98188
1305015.91875544,228221.800243437,837,351847,0000000,350,Courtyard By Marriott - Starbucks,Courtyard By Marriott - Starbucks,11020 NE 8TH ST,98004
1306121.62684585,262155.511247277,838,351848,0000000,350,Courtyard By Marriott Kirkland,Courtyard By Marriott,11215 NE 124TH ST,98034
1265680.66081195,255216.03726536,839,351850,0000000,350,Couth Buzzard Books-Espresso Buono Cafe,Couth Buzzard Books-Espresso Buono Cafe,8310 GREENWOOD AVE N,98103
1311904.35642211,250571.586580515,840,351851,0000000,350,Couzins Cafe,Couzins Cafe,12861 NE 85TH ST,98033
1299575.64617144,215318.789960265,841,351852,0000000,350,Covenant Shores,Covenant Shores,9150 FORTUNA DR,98040
1322315.5068596,133541.758304685,842,351853,0000000,350,Covington  Teriyaki,Covington  Teriyaki,27116 168TH PL SE 116,98042
1316593.35032494,280830.811495021,843,351854,0000000,350,Covington Cellars,Covington Cellars,18580 142nd AVE NE,98072
1342345.09376886,201959.920352608,844,351723,0000000,350,Coho Cafe,Coho Cafe,6130 E LAKE SAMMAMISH PKWY SE,98029
1320239.44769153,229394.993763193,845,351725,0000000,350,Cold Stone Creamery,Cold Stone Creamery,15600 NE 8TH ST,98008
1352875.19081886,76222.562247768,846,351727,0000000,350,Cole Street Cafe,Cole Street Cafe,1501 COLE ST,98022
1314017.91059394,279395.240219191,847,351729,0000000,350,Collective On Tap,Collective On Tap,17802 134TH AVE NE #6,98072
1275745.36673236,242624.219601274,848,351730,0000000,350,College Inn Pub,College Inn Pub,4006 UNIVERSITY WAY NE,98105
1282127.83231385,206699.650374442,849,351734,0000000,350,Columbia City Ale House,Columbia City Ale House,4914 RAINIER AVE S,98118
1282122.30148503,206671.429302275,850,351736,0000000,350,Columbia City Theater,Columbia City Theater,4916 RAINIER AVE S,98118
1271069.29242311,224106.199550778,851,351738,0000000,350,Columbia Tower Club,Columbia Tower Club,701 5TH AVE,98104
1354011.38802153,230013.329140693,852,6002981,0000000,600,Patterson Creek Natural Area,Patterson Creek Natural Area,26201 NE Redmond-Fall City Rd,98053
1306977.50111836,187794.294156358,853,712,581857,600,McKnight Playground,McKnight Playground,Harrington Ave NE & NE 16th St,98056
1343318.28703244,195286.629565358,854,902052,996965,902,Veloce Velo-Front St,Veloce Velo,98 Front St S,98027
1294599.99995477,216565.687400848,855,902093,191616,902,Veloce Velo-77th Ave,Veloce Velo,2750 77th Ave SE,98040
1313478.88116018,278128.783762604,856,902053,81796,902,Woodinville Cycle,Woodinville Cycle,13210 NE 175th St,98072
1265203.08499545,241644.212046847,857,902056,320019,902,Wright Bros Cycle Works,Wright Bros Cycle Works,219 N 36th St,98103
1259687.38605312,246048.717345431,858,902072,314906,902,Folding Bikes West,Folding Bikes West,4810 17th Ave NW,98107
1322562.00013302,249427.999956936,859,570132,1031505,570,Redmond P&R,Redmond P&R,16201 NE 83rd St,98052
1343629.61154102,214711.743602186,860,570133,0000000,570,South Sammamish P&R,South Sammamish P&R,3015 228th Ave SE,98074
1268518.47009695,175132.640017778,861,570137,606215,570,Burien TC P&R,Burien TC P&R,14900 4th Ave SW,98166
1306624.63994744,187839.250103191,862,570138,582576,570,St Matthew Lutheran P&R,St Matthew Lutheran P&R,2516 NE 16th St,98056
1279877.09993869,173556.239955351,863,67007,401639,67,KC Medic 4,KC Medic 4,3215 S 152nd St,98188
1273412.06988977,251273.619953349,864,67016,341761,67,Seattle Medic 16,Seattle Medic 16,6846 Oswego Pl NE,98115
1284025.88986944,203409.820011854,865,67017,480060,67,Seattle Medic 28,Seattle Medic 28,5968 Rainier Ave S,98118
1346786.53009593,92650.0398914367,866,67022,395530,67,KC Medic 12,KC Medic 12,39428 244th Ave SE,98022
